Month of data..

select * from solar_data where event like '%202206%' order by event desc

event	        solar_level	battery_level	battery_load	battery_state	        grid_level	load_level
20220609221514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220609220014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220609214514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220609213014	0.0 kW    	20%       	0.0 kW    	IDLE            	1.7 kW    	1.7 kW    
20220609211514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.7 kW    	1.7 kW    
20220609210014	0.0 kW    	20%       	0.0 kW    	IDLE            	1.6 kW    	1.6 kW    
20220609204514	0.0 kW    	20%       	0.0 kW    	IDLE            	2.0 kW    	2.0 kW    
20220609203014	0.0 kW    	20%       	0.0 kW    	IDLE            	1.7 kW    	1.7 kW    
20220609201514	0.0 kW    	20%       	0.0 kW    	IDLE            	2.1 kW    	2.1 kW    
20220609200014	0.0 kW    	20%       	0.0 kW    	IDLE            	2.2 kW    	2.2 kW    
20220609194514	0.0 kW    	20%       	0.0 kW    	IDLE            	2.1 kW    	2.1 kW    
20220609193014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.5 kW    	1.5 kW    
20220609191514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.9 kW    	1.9 kW    
20220609190014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.9 kW    	1.9 kW    
20220609184514	0.0 kW    	21%       	0.0 kW    	IDLE            	2.4 kW    	2.4 kW    
20220609183014	0.0 kW    	21%       	0.0 kW    	IDLE            	2.1 kW    	2.1 kW    
20220609181514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220609180014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220609174514	0.0 kW    	26%       	3.8 kW    	DISCHARGING     	3.7 kW    	7.5 kW    
20220609173014	0.0 kW    	35%       	3.9 kW    	DISCHARGING     	3.2 kW    	7.1 kW    
20220609171514	0.1 kW    	44%       	3.0 kW    	DISCHARGING     	0.2 kW    	3.3 kW    
20220609170014	0.1 kW    	50%       	1.5 kW    	DISCHARGING     	0.0 kW    	1.6 kW    
20220609164514	0.1 kW    	54%       	1.3 kW    	DISCHARGING     	0.1 kW    	1.5 kW    
20220609163014	0.1 kW    	58%       	1.0 kW    	DISCHARGING     	0.0 kW    	1.1 kW    
20220609161514	0.1 kW    	61%       	2.2 kW    	DISCHARGING     	0.1 kW    	2.4 kW    
20220609160014	0.1 kW    	67%       	1.8 kW    	DISCHARGING     	0.1 kW    	2.0 kW    
20220609154514	0.3 kW    	72%       	2.2 kW    	DISCHARGING     	0.2 kW    	2.3 kW    
20220609153014	0.2 kW    	79%       	2.0 kW    	DISCHARGING     	0.0 kW    	2.2 kW    
20220609151514	0.3 kW    	84%       	0.4 kW    	DISCHARGING     	0.1 kW    	0.6 kW    
20220609150014	0.6 kW    	85%       	0.2 kW    	DISCHARGING     	0.0 kW    	0.8 kW    
20220609144514	0.6 kW    	85%       	0.1 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220609143014	1.3 kW    	85%       	0.9 kW    	CHARGING        	0.1 kW    	0.5 kW    
20220609141514	1.1 kW    	84%       	0.6 kW    	CHARGING        	0.1 kW    	0.6 kW    
20220609140014	2.0 kW    	81%       	0.6 kW    	CHARGING        	0.8 kW    	0.6 kW    
20220609134514	1.4 kW    	80%       	1.1 kW    	CHARGING        	0.2 kW    	0.5 kW    
20220609133014	0.8 kW    	77%       	0.3 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220609131514	1.3 kW    	74%       	0.7 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220609130014	2.8 kW    	71%       	2.4 kW    	CHARGING        	0.3 kW    	0.7 kW    
20220609124514	1.0 kW    	68%       	0.4 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220609123014	3.3 kW    	63%       	2.8 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220609121514	2.2 kW    	57%       	1.5 kW    	CHARGING        	0.2 kW    	0.5 kW    
20220609120014	3.6 kW    	51%       	3.0 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220609114514	2.8 kW    	45%       	2.3 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220609113014	2.3 kW    	41%       	1.7 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220609111514	3.5 kW    	36%       	2.3 kW    	CHARGING        	0.7 kW    	0.5 kW    
20220609110014	3.4 kW    	31%       	2.3 kW    	CHARGING        	0.6 kW    	0.5 kW    
20220609104514	2.2 kW    	27%       	1.6 kW    	CHARGING        	0.1 kW    	0.5 kW    
20220609103014	1.8 kW    	23%       	1.3 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220609101514	1.1 kW    	21%       	0.6 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220609100014	0.4 kW    	21%       	0.0 kW    	IDLE            	0.1 kW    	0.5 kW    
20220609094514	0.5 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.6 kW    
20220609093014	0.3 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.4 kW    
20220609091514	0.3 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.5 kW    
20220609090014	0.3 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.5 kW    
20220609084514	0.2 kW    	20%       	0.0 kW    	IDLE            	2.1 kW    	2.3 kW    
20220609083014	0.2 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220609081514	0.2 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220609080014	0.2 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.5 kW    
20220609074514	0.1 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220609073014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220609071514	0.1 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220609070014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.7 kW    
20220609064514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220609063014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609061513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609060014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609054513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609053014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220609051513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220609050014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609044513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609043013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609041514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609040013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220609034513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220609033013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220609031514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220609030013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220609024514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220609023013	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220609021517	0.0 kW    	20%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220609020015	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220609014514	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220609013014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220609011515	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220609010015	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220609004514	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220609003014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220609001515	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220609000014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220608234514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220608233014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220608231514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220608230014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220608224514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220608223014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220608221514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220608220014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220608214514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220608213015	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220608211514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.5 kW    	1.5 kW    
20220608210015	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220608204514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.9 kW    	1.9 kW    
20220608203015	0.0 kW    	21%       	0.0 kW    	IDLE            	1.9 kW    	1.9 kW    
20220608201514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220608200014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.4 kW    	4.4 kW    
20220608194514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220608193014	0.0 kW    	21%       	0.0 kW    	IDLE            	3.5 kW    	3.5 kW    
20220608191514	0.0 kW    	27%       	2.2 kW    	DISCHARGING     	0.1 kW    	2.1 kW    
20220608190014	0.0 kW    	31%       	1.6 kW    	DISCHARGING     	0.1 kW    	1.7 kW    
20220608184514	0.0 kW    	39%       	3.7 kW    	DISCHARGING     	0.0 kW    	3.7 kW    
20220608183014	0.0 kW    	46%       	1.9 kW    	DISCHARGING     	0.1 kW    	2.0 kW    
20220608181514	0.0 kW    	51%       	2.0 kW    	DISCHARGING     	1.6 kW    	3.6 kW    
20220608180015	0.0 kW    	56%       	1.8 kW    	DISCHARGING     	0.0 kW    	1.8 kW    
20220608174514	0.0 kW    	60%       	3.6 kW    	DISCHARGING     	0.0 kW    	3.6 kW    
20220608173014	0.0 kW    	65%       	1.8 kW    	DISCHARGING     	0.1 kW    	1.9 kW    
20220608171514	0.1 kW    	68%       	1.3 kW    	DISCHARGING     	0.2 kW    	1.2 kW    
20220608170014	0.1 kW    	70%       	1.3 kW    	DISCHARGING     	0.2 kW    	1.2 kW    
20220608164514	0.1 kW    	73%       	0.9 kW    	DISCHARGING     	0.1 kW    	0.9 kW    
20220608163014	0.2 kW    	76%       	0.7 kW    	DISCHARGING     	0.0 kW    	0.9 kW    
20220608161514	0.2 kW    	78%       	0.5 kW    	DISCHARGING     	0.1 kW    	0.8 kW    
20220608160014	0.4 kW    	80%       	1.0 kW    	DISCHARGING     	0.2 kW    	1.2 kW    
20220608154514	0.9 kW    	82%       	1.2 kW    	DISCHARGING     	0.0 kW    	2.1 kW    
20220608153014	1.0 kW    	83%       	2.4 kW    	DISCHARGING     	0.0 kW    	3.4 kW    
20220608151515	1.0 kW    	86%       	2.7 kW    	DISCHARGING     	0.0 kW    	3.7 kW    
20220608150014	1.3 kW    	89%       	1.0 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220608144514	1.4 kW    	87%       	1.0 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220608143015	1.5 kW    	85%       	1.2 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220608141514	1.9 kW    	82%       	1.6 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220608140014	2.1 kW    	78%       	1.8 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220608134514	2.0 kW    	74%       	1.6 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220608133014	2.6 kW    	70%       	2.3 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220608131514	2.7 kW    	65%       	2.3 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220608130014	2.9 kW    	59%       	2.6 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220608124514	3.0 kW    	54%       	2.5 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220608123014	3.4 kW    	49%       	2.8 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220608121514	3.7 kW    	44%       	2.2 kW    	CHARGING        	0.9 kW    	0.6 kW    
20220608120015	1.1 kW    	39%       	0.4 kW    	CHARGING        	0.0 kW    	0.7 kW    
20220608114514	3.3 kW    	35%       	2.2 kW    	CHARGING        	0.6 kW    	0.5 kW    
20220608113014	3.3 kW    	30%       	2.2 kW    	CHARGING        	0.6 kW    	0.5 kW    
20220608111514	3.3 kW    	27%       	2.3 kW    	CHARGING        	0.5 kW    	0.5 kW    
20220608110014	2.9 kW    	23%       	0.0 kW    	IDLE            	0.0 kW    	2.9 kW    
20220608104514	2.2 kW    	23%       	0.6 kW    	DISCHARGING     	0.0 kW    	2.8 kW    
20220608103014	1.5 kW    	22%       	0.0 kW    	IDLE            	1.2 kW    	2.7 kW    
20220608101514	0.9 kW    	21%       	0.4 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220608100014	0.8 kW    	21%       	0.3 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220608094514	0.6 kW    	20%       	0.0 kW    	IDLE            	0.0 kW    	0.6 kW    
20220608093014	0.3 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.6 kW    
20220608091514	0.3 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.6 kW    
20220608090014	0.3 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.5 kW    
20220608084514	0.3 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.5 kW    
20220608083014	0.4 kW    	20%       	0.0 kW    	IDLE            	3.5 kW    	3.9 kW    
20220608081514	0.2 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.5 kW    
20220608080015	0.2 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220608074514	0.2 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.5 kW    
20220608073014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220608071514	0.1 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220608070014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220608064514	0.1 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220608063014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220608061513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220608060014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220608054513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220608053013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220608051513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.8 kW    	0.8 kW    
20220608050014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220608044513	0.0 kW    	20%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220608043013	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220608041516	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220608040013	0.0 kW    	20%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220608034514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220608033013	0.0 kW    	20%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220608031514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220608030013	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220608024513	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220608023014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220608021517	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220608020014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220608014514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220608013014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220608011514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220608010014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220608004514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220608003014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220608001514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220608000014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220607234514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220607233014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607231514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607230014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220607224514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607223014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607221514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220607220014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220607214514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220607213014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607211514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.4 kW    	1.4 kW    
20220607210014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.5 kW    	1.5 kW    
20220607204514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607203014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220607201514	0.0 kW    	21%       	0.0 kW    	IDLE            	3.5 kW    	3.5 kW    
20220607200014	0.0 kW    	21%       	0.0 kW    	IDLE            	3.3 kW    	3.3 kW    
20220607194514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220607193014	0.0 kW    	21%       	0.0 kW    	IDLE            	2.3 kW    	2.3 kW    
20220607191514	0.0 kW    	21%       	0.0 kW    	IDLE            	3.6 kW    	3.6 kW    
20220607190014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.5 kW    	1.5 kW    
20220607184514	0.0 kW    	21%       	0.0 kW    	IDLE            	2.3 kW    	2.3 kW    
20220607183014	0.0 kW    	24%       	2.6 kW    	DISCHARGING     	0.2 kW    	2.4 kW    
20220607181514	0.0 kW    	31%       	3.4 kW    	DISCHARGING     	0.0 kW    	3.4 kW    
20220607180014	0.0 kW    	37%       	3.5 kW    	DISCHARGING     	0.0 kW    	3.5 kW    
20220607174514	0.0 kW    	43%       	1.9 kW    	DISCHARGING     	0.0 kW    	1.9 kW    
20220607173014	0.0 kW    	51%       	3.9 kW    	DISCHARGING     	0.8 kW    	4.7 kW    
20220607171514	0.1 kW    	58%       	3.8 kW    	DISCHARGING     	0.2 kW    	4.1 kW    
20220607170014	0.1 kW    	65%       	2.8 kW    	DISCHARGING     	0.0 kW    	2.9 kW    
20220607164514	0.1 kW    	68%       	0.3 kW    	DISCHARGING     	0.0 kW    	0.4 kW    
20220607163014	0.2 kW    	73%       	0.2 kW    	DISCHARGING     	0.0 kW    	0.4 kW    
20220607161514	0.1 kW    	78%       	2.3 kW    	DISCHARGING     	0.1 kW    	2.5 kW    
20220607160014	0.4 kW    	84%       	1.8 kW    	DISCHARGING     	0.0 kW    	2.2 kW    
20220607154514	0.3 kW    	88%       	0.9 kW    	DISCHARGING     	1.2 kW    	2.4 kW    
20220607153014	1.1 kW    	89%       	0.8 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220607151514	1.2 kW    	89%       	0.8 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220607150014	1.1 kW    	88%       	0.7 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220607144514	0.4 kW    	87%       	0.0 kW    	IDLE            	0.0 kW    	0.4 kW    
20220607143014	0.4 kW    	87%       	0.0 kW    	IDLE            	0.0 kW    	0.4 kW    
20220607141514	0.3 kW    	87%       	0.0 kW    	IDLE            	0.0 kW    	0.3 kW    
20220607140014	0.3 kW    	87%       	0.0 kW    	IDLE            	0.0 kW    	0.3 kW    
20220607134514	0.8 kW    	87%       	0.5 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220607133014	1.6 kW    	85%       	1.3 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220607131514	1.7 kW    	82%       	1.3 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220607130014	1.3 kW    	80%       	1.1 kW    	CHARGING        	0.0 kW    	0.2 kW    
20220607124514	1.0 kW    	78%       	0.7 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220607123014	1.5 kW    	75%       	1.4 kW    	CHARGING        	0.2 kW    	0.3 kW    
20220607121514	1.2 kW    	72%       	0.8 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220607120014	2.0 kW    	67%       	1.7 kW    	CHARGING        	0.2 kW    	0.5 kW    
20220607114514	3.7 kW    	60%       	3.4 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220607113014	3.4 kW    	53%       	3.1 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220607111514	3.4 kW    	47%       	3.2 kW    	CHARGING        	0.1 kW    	0.3 kW    
20220607110014	3.5 kW    	41%       	2.2 kW    	CHARGING        	1.0 kW    	0.3 kW    
20220607104514	2.7 kW    	36%       	2.1 kW    	CHARGING        	0.3 kW    	0.3 kW    
20220607103014	1.4 kW    	33%       	1.0 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220607101514	1.2 kW    	30%       	1.0 kW    	CHARGING        	0.0 kW    	0.2 kW    
20220607100016	2.1 kW    	27%       	1.6 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220607094514	1.0 kW    	24%       	0.4 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220607093014	0.9 kW    	23%       	0.4 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220607091514	1.2 kW    	22%       	0.7 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220607090014	1.2 kW    	22%       	0.0 kW    	IDLE            	1.3 kW    	2.5 kW    
20220607084514	0.5 kW    	21%       	0.0 kW    	IDLE            	0.1 kW    	0.6 kW    
20220607083014	0.8 kW    	21%       	0.2 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220607081514	0.6 kW    	21%       	0.0 kW    	IDLE            	0.0 kW    	0.6 kW    
20220607080014	0.6 kW    	21%       	0.0 kW    	IDLE            	0.0 kW    	0.6 kW    
20220607074514	0.3 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.6 kW    
20220607073014	0.1 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220607071514	0.1 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220607070014	0.1 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220607064514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220607063014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607061514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607060014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220607054514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220607053014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607051513	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220607050014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607044514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607043014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220607041513	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220607040014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607034514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220607033014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607031514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607030013	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607024513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220607023013	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607021517	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607020014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607014514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607013014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220607011514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220607010014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607004514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607003014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220607001514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220607000014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220606234514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220606233014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220606231514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220606230014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.8 kW    	0.8 kW    
